Batch	Flag	MMS	OCLC	Details	Title
	CHECK-Cataloging Language	99383850104406576		040-b: 	From craft to career [electronic resource] : a casting director's guide for the actor / by Merri Sugarman ; with Tracy Moss ; [foreword by Tara Rubin].
	CHECK-ENCODING	99383850305206576	(OCoLC)1390919744	Encoding level: 3	ANTITRUST ECONOMICS AT A TIME OF UPHEAVAL.
	CHECK-Cataloging Language	99383850305206576	(OCoLC)1390919744	040-b: 	ANTITRUST ECONOMICS AT A TIME OF UPHEAVAL.
	CHECK-Cataloging Language	99383853405306576	(OCoLC)1376934094	040-b: 	The Bloomsbury handbook of material religion in the ancient near East and Egypt / edited by Nicola Laneri, Sharon R. Steadman.
	CHECK-Cataloging Language	99383853803006576	(OCoLC)1381077319	040-b: 	Women and the media in capitalism and socialism : an ecofeminist inquiry / edited by Martina Topic.
	CHECK-Cataloging Language	99383854100406576		040-b: 	Politics, power & policy making : the case of health care reform in the 1990s / Mark E. Rushefsky, Kant Patel.
	CHECK-Cataloging Language	99383854491506576		040-b: 	Engaging theories in family communication : multiple perspectives / edited by Dawn O. Braithwaite, Elizabeth A. Suter, and Kory Floyd.
	CHECK-100-INDICATOR	99383854491506576		Ind1:  , Ind2:  	
	EDIT-245Ind1	99383854491506576		245 Ind1: 0	Engaging theories in family communication : multiple perspectives / edited by Dawn O. Braithwaite, Elizabeth A. Suter, and Kory Floyd.
	CHECK-Cataloging Language	99383854491606576	(OCoLC)932338017	040-b: 	Queer representation, visibility, and race in American film and television : screening the closet / by Melanie E. S. Kohnen.
	EDIT-ISBN_20a-to-z	99383854491606576	(OCoLC)932338017	020a: 9780415894142 (hardback)	
	EDIT-Geo	99383854491606576	(OCoLC)932338017	No Geo Code; Check Bib Record for Geo Headings	Queer representation, visibility, and race in American film and television : screening the closet / by Melanie E. S. Kohnen.
	CHECK-Series490-traced	99383854491606576	(OCoLC)932338017	Series statement (traced): Routledge research in cultural and media studies ;36	
	CHECK-Cataloging Language	99383854701506576		040-b: 	The Routledge handbook of global cultural policy / edited by Victoria Durrer, Toby Miller, and Dave O'Brien.
	CHECK-100-INDICATOR	99383854701506576		Ind1:  , Ind2:  	
	EDIT-245Ind1	99383854701506576		245 Ind1: 0	The Routledge handbook of global cultural policy / edited by Victoria Durrer, Toby Miller, and Dave O'Brien.
	CHECK-Cataloging Language	99383855802506576		040-b: 	The Routledge handbook of planning research methods / edited by Elisabete A. Silva. [et al.].
	CHECK-100-INDICATOR	99383855802506576		Ind1:  , Ind2:  	
	EDIT-245Ind1	99383855802506576		245 Ind1: 0	The Routledge handbook of planning research methods / edited by Elisabete A. Silva. [et al.].
	CHECK-Series490-traced	99383855802506576		Series statement (traced): Routledge handbooks	
	CHECK-Cataloging Language	99383856069806576	(OCoLC)1032070687	040-b: 	Theories to inform superior health informatics research and practice / Nilmini Wickramasinghe, Jonathan L. Schaffer, editors.
	CHECK-100-INDICATOR	99383856069806576	(OCoLC)1032070687	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383856069806576	(OCoLC)1032070687	245 Ind1: 0	Theories to inform superior health informatics research and practice / Nilmini Wickramasinghe, Jonathan L. Schaffer, editors.
	CHECK-Cataloging Language	99383856072606576	(OCoLC)929512979	040-b: 	The boundaries of blackness : AIDS and the breakdown of Black politics / Cathy J. Cohen.
	EDIT-ISBN_20a-to-z	99383856072606576	(OCoLC)929512979	020a: 0226112888 (cloth : alk. paper)	
	EDIT-ISBN_20a-to-z	99383856072606576	(OCoLC)929512979	020a: 0226112896 (pbk. : alk. paper)	
	EDIT-Geo	99383856079106576	(OCoLC)1178868257	No Geo Code; Check Bib Record for Geo Headings	Dividing paradise : rural inequality and the diminishing American dream / Jennifer Sherman.
	CHECK-ENCODING	99383856079906576	(OCoLC)993127644	Encoding level: M	Transgender Psychoanalysis : a Lacanian Perspective on Sexual Difference.
	CHECK-ENCODING	99383856091606576	(OCoLC)1259594372	Encoding level: 3	Mirror [electronic resource] : the mountain / by Emma Ríos & Hwei Lim.
	CHECK-Cataloging Language	99383856091606576	(OCoLC)1259594372	040-b: 	Mirror [electronic resource] : the mountain / by Emma Ríos & Hwei Lim.
	CHECK-Cataloging Language	99383857305206576	(OCoLC)1151184971	040-b: 	The climate change debate : a reference handbook / David E. Newton.
	CHECK-Series490-traced	99383857305206576	(OCoLC)1151184971	Series statement (traced): Contemporary world issues	
	CHECK-Cataloging Language	99383858203906576	(OCoLC)1349278222	040-b: 	Leonardo's lost princess : one man's quest to authenticate an unknown portrait by Leonardo da Vinci / Peter Silverman with Catherine Whitney.
	CHECK-ENCODING	99383864952706576	(OCoLC)1156089369	Encoding level: 3	Amusing ourselves to death [electronic resource] : public discourse in the age of show business / Neil Postman ; new introduction by Andrew Postman.
	CHECK-Cataloging Language	99383864952706576	(OCoLC)1156089369	040-b: 	Amusing ourselves to death [electronic resource] : public discourse in the age of show business / Neil Postman ; new introduction by Andrew Postman.
	CHECK-Cataloging Language	99383864966206576	(OCoLC)1319074203	040-b: 	Emotional design and the healthcare environment / Marco Maria Maiocchi and Zhabiz Shafieyoun.
	CHECK-Cataloging Language	99383865102906576		040-b: 	Cultural histories of noise, sound and listening in Europe, 1300-1918 / edited by Ian Biddle and Kirsten Gibson.
	CHECK-100-INDICATOR	99383865102906576		Ind1:  , Ind2:  	
	EDIT-245Ind1	99383865102906576		245 Ind1: 0	Cultural histories of noise, sound and listening in Europe, 1300-1918 / edited by Ian Biddle and Kirsten Gibson.
	CHECK-Cataloging Language	99383865105106576		040-b: 	Directing in musical theatre : an essential guide / Joe Deer ; foreword by Eric Schaeffer.
	CHECK-Cataloging Language	99383865496406576		040-b: 	The Lacanian subject : between language and jouissance / Bruce Fink.
	CHECK-Cataloging Language	99383927000606576	(OCoLC)1393309813	040-b: 	The Racialization of the Occult in Nineteenth Century British Literature : Dark Magic From 1850-1900 / John Bliss.
	Has_$5	99383965704206576	(OCoLC)1162356677 (OCoLC)cis060468411	Field with $5 :506	
	Has_$5	99383965704206576	(OCoLC)1162356677 (OCoLC)cis060468411	Field with $5 :533	
	Has_$5	99383965704206576	(OCoLC)1162356677 (OCoLC)cis060468411	Field with $5 :538	
	CHECK-Cataloging Language	99383970904006576	(OCoLC)1375292508	040-b: 	Before gentrification : the creation of DC's racial wealth gap / Tanya Maria Golash-Boza.
	EDIT-Geo	99383970904006576	(OCoLC)1375292508	No Geo Code; Check Bib Record for Geo Headings	Before gentrification : the creation of DC's racial wealth gap / Tanya Maria Golash-Boza.
	CHECK-ENCODING	99383975005306576	(OCoLC)1333083957	Encoding level: 3	Making healthy places [electronic resource] : designing and building for well-being, equity, and sustainability / edited by Nisha Botchwey, Andrew L. Dannenberg, and Howard Frumkin.
	CHECK-Cataloging Language	99383975005306576	(OCoLC)1333083957	040-b: 	Making healthy places [electronic resource] : designing and building for well-being, equity, and sustainability / edited by Nisha Botchwey, Andrew L. Dannenberg, and Howard Frumkin.
	CHECK-ENCODING	99383975203206576	(OCoLC)1344538405	Encoding level: 3	Snitching [electronic resource] : criminal informants and the erosion of American justice / Alexandra Natapoff.
	CHECK-Cataloging Language	99383975203206576	(OCoLC)1344538405	040-b: 	Snitching [electronic resource] : criminal informants and the erosion of American justice / Alexandra Natapoff.
	CHECK-Cataloging Language	99383975203606576	(OCoLC)1290485916	040-b: 	First along the river : a brief history of the U.S. environmental movement / Benjamin Kline.
	CHECK-Cataloging Language	99383975203806576	(OCoLC)1356007956	040-b: 	Critical race theory : an introduction / Richard Delgado and Jean Stefancic ; foreword by Angela Harris.
	EDIT-Geo	99383975203806576	(OCoLC)1356007956	No Geo Code; Check Bib Record for Geo Headings	Critical race theory : an introduction / Richard Delgado and Jean Stefancic ; foreword by Angela Harris.
	EDIT-Series490-untraced	99383975203806576	(OCoLC)1356007956	Series statement (untraced): Critical America	
	CHECK-Cataloging Language	99383975204106576	(OCoLC)396945441	040-b: 	Let nobody turn us around [electronic resource] : voices of resistance, reform, and renewal : an African American anthology / editors, Manning Marable, Leith Mullings.
	EDIT-ISBN_20a-to-z	99383975204106576	(OCoLC)396945441	020a: 9780742560567 (cloth : alk. paper)	
	EDIT-ISBN_20a-to-z	99383975204106576	(OCoLC)396945441	020a: 0742560562 (cloth : alk. paper)	
	EDIT-ISBN_20a-to-z	99383975204106576	(OCoLC)396945441	020a: 9780742560574 (pbk. : alk. paper)	
	EDIT-ISBN_20a-to-z	99383975204106576	(OCoLC)396945441	020a: 0742560570 (pbk. : alk. paper)	
	CHECK-100-INDICATOR	99383975204106576	(OCoLC)396945441	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383975204106576	(OCoLC)396945441	245 Ind1: 0	Let nobody turn us around [electronic resource] : voices of resistance, reform, and renewal : an African American anthology / editors, Manning Marable, Leith Mullings.
	CHECK-Cataloging Language	99383977702906576	(OCoLC)1356003863	040-b: 	Software security : concepts & practices / Suhel Ahmad Khan, Rajeev Kumar, Raees Ahmad Khan.
	CHECK-Cataloging Language	99383977703206576	(OCoLC)1385456443	040-b: 	The Active Defender : immersion in the offensive security mindset / Catherine J. Ullman.
	CHECK-ENCODING	99383977703506576	(OCoLC)1322446344 (OCoLC)cis063171505	Encoding level: 3	Artificial Intelligence in Healthcare and Medicine.
	CHECK-Cataloging Language	99383980702006576	(OCoLC)1273426298	040-b: 	Urban roar : a psychophysical approach to the design of affective environments / Jordan Lacey.
	CHECK-100-INDICATOR	99383980702306576	(OCoLC)1350382041 (OCoLC)cis064985427	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383980702306576	(OCoLC)1350382041 (OCoLC)cis064985427	245 Ind1: 0	Vertical cities : micro-segregation, social mix and urban housing markets / edited by Thomas Maloutas and Nikos Karadimitriou.
	CHECK-Series490-traced	99383980702306576	(OCoLC)1350382041 (OCoLC)cis064985427	Series statement (traced): Cities series	
	CHECK-Cataloging Language	99383980702506576	(OCoLC)1299382457	040-b: 	Livable Proximity : Ideas for the City that Cares.
	CHECK-Cataloging Language	99383980803206576	(OCoLC)1296429588	040-b: 	Engagement for equitable outcomes : a practitioner's playbook / Kathryn E. Newcomer, Quentin Wilson, Allyson Criner Brown ; foreword by Travis Reginal.
	CHECK-Cataloging Language	99383980803406576	(OCoLC)1350381623	040-b: 	Urban crime prevention : multi-disciplinary approaches / edited by Miguel Saraiva.
	CHECK-ENCODING	99383980805106576		Encoding level: 7	Bioinformatics and medical applications : big data using deep learning algorithms / edited by A. Suresh [and more].
	CHECK-Cataloging Language	99383980805106576		040-b: 	Bioinformatics and medical applications : big data using deep learning algorithms / edited by A. Suresh [and more].
	CHECK-ENCODING	99383980805306576		Encoding level: 7	Cyber investigations : a research based textbook for advanced studies / edited by André Årnes.
	CHECK-Cataloging Language	99383980805306576		040-b: 	Cyber investigations : a research based textbook for advanced studies / edited by André Årnes.
	CHECK-100-INDICATOR	99383980805306576		Ind1:  , Ind2:  	
	EDIT-245Ind1	99383980805306576		245 Ind1: 0	Cyber investigations : a research based textbook for advanced studies / edited by André Årnes.
	CHECK-Cataloging Language	99383980897606576	(OCoLC)1354205769	040-b: 	The evolution of the primate foot : anatomy, function, and paleontological evidence / Angel Zeininger [and thee others], editors.
	CHECK-100-INDICATOR	99383980897606576	(OCoLC)1354205769	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383980897606576	(OCoLC)1354205769	245 Ind1: 0	The evolution of the primate foot : anatomy, function, and paleontological evidence / Angel Zeininger [and thee others], editors.
	CHECK-Series490-traced	99383980897606576	(OCoLC)1354205769	Series statement (traced): Developments in Primatology: Progress and Prospects	
	CHECK-ENCODING	99383987805106576	(OCoLC)1259591749	Encoding level: 3	Treatment of autism spectrum disorder [electronic resource] : evidence-based intervention strategies for communication & social interactions / edited by Patricia A. Prelock, Provost and Senior Vice President, Department of Communication Sciences and Disorders, University of Vermont, Burlington and Rebecca J. McCauley, Ph.D., Professor, Department of Speech and Hearing Science, The Ohio State University, Columbus.
	CHECK-Cataloging Language	99383987805106576	(OCoLC)1259591749	040-b: 	Treatment of autism spectrum disorder [electronic resource] : evidence-based intervention strategies for communication & social interactions / edited by Patricia A. Prelock, Provost and Senior Vice President, Department of Communication Sciences and Disorders, University of Vermont, Burlington and Rebecca J. McCauley, Ph.D., Professor, Department of Speech and Hearing Science, The Ohio State University, Columbus.
	CHECK-100-INDICATOR	99383987805106576	(OCoLC)1259591749	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383987805106576	(OCoLC)1259591749	245 Ind1: 0	Treatment of autism spectrum disorder [electronic resource] : evidence-based intervention strategies for communication & social interactions / edited by Patricia A. Prelock, Provost and Senior Vice President, Department of Communication Sciences and Disorders, University of Vermont, Burlington and Rebecca J. McCauley, Ph.D., Professor, Department of Speech and Hearing Science, The Ohio State University, Columbus.
	EDIT-Series490-untraced	99383987805106576	(OCoLC)1259591749	Series statement (untraced): Communication and language intervention series	
	CHECK-Cataloging Language	99383999005606576	(OCoLC)1378392256	040-b: 	The cultural theory of corruption : institutions, cognition, and organizations / Davide Torsello.
	CHECK-Series490-traced	99383999301906576	(OCoLC)1356800343 (OCoLC)cis064961865	Series statement (traced): Advances in electronic government, digital divide, and regional development (AEGDDRD) book series	
	CHECK-Cataloging Language	99383999302206576	(OCoLC)1226591913	040-b: 	Colonialism, independence, and the construction of nation-states / Forrest D. Colburn.
	EDIT-Geo	99383999302206576	(OCoLC)1226591913	No Geo Code; Check Bib Record for Geo Headings	Colonialism, independence, and the construction of nation-states / Forrest D. Colburn.
	CHECK-Cataloging Language	99383999303806576	(OCoLC)1237864585	040-b: 	Political participation on social media : the lived experience of online debate / Elizabeth Anne Bailey.
	CHECK-Series490-traced	99383999303806576	(OCoLC)1237864585	Series statement (traced): Political campaigning and communication	
	CHECK-Cataloging Language	99383999304106576	(OCoLC)1293243083	040-b: 	Regional organizations and democracy, human rights, and the rule of law : the African Union, Organization of American States, and the diffusion of institutions / Sören Stapel.
	CHECK-Series490-traced	99383999304106576	(OCoLC)1293243083	Series statement (traced): Governance and limited statehood series	
	CHECK-Cataloging Language	99383999304206576	(OCoLC)1373342113	040-b: 	Territorial innovation in less developed regions : governance, technologies, and sustainability / edited by Filipe Teles [and three others].
	CHECK-Series490-traced	99383999304206576	(OCoLC)1373342113	Series statement (traced): Palgrave studies in sustainability, environment and macroeconomics	
	CHECK-Cataloging Language	99383999304406576	(OCoLC)1231607572	040-b: 	The psychology of political behavior in a time of change / Jan D. Sinnott, Joan S. Rabin, editors.
	CHECK-Cataloging Language	99383999802906576	(OCoLC)1346360971	040-b: 	Executive power : the prerogative, past, present and future / Robert Hazell, Timothy Foot.
	CHECK-Cataloging Language	99383999803406576	(OCoLC)1138553993	040-b: 	Battle for allegiance : governments, terrorist groups, and constituencies in conflict / Seden Akcinaroglu and Efe Tokdemir.
	CHECK-Cataloging Language	99383999803906576	(OCoLC)1343197629	040-b: 	Worth saving : international diplomacy to protect the environment / Anne Egelston.
	CHECK-ENCODING	99383999804606576	(OCoLC)1347025104	Encoding level: 3	International studies [electronic resource] : global forces, interactions, and tensions / Scott Straus, the University of Wisconsin, Madison, Barry Driscoll, Grinnell College.
	CHECK-Cataloging Language	99383999804606576	(OCoLC)1347025104	040-b: 	International studies [electronic resource] : global forces, interactions, and tensions / Scott Straus, the University of Wisconsin, Madison, Barry Driscoll, Grinnell College.
	CHECK-Cataloging Language	99383999805206576	(OCoLC)1340959812	040-b: 	Hidden geopolitics : governance in a globalized world. / John Agnew.
	CHECK-Cataloging Language	99383999902006576	(OCoLC)1369295124	040-b: 	Hostile homelands : the new alliance between India and Israel / Azad Essa.
	CHECK-Series490-traced	99383999902406576	(OCoLC)1264737095	Series statement (traced): Chicago studies in American politics	
	CHECK-ENCODING	99383999903306576	(OCoLC)1368169793	Encoding level: 3	The protection roles of human rights NGOs [electronic resource] : essays in honour of Adrien-Claude Zoller / edited By Bertrand Ramcharan, Rachel Brett, Ann Marie Clark and Penny Parker.
	CHECK-Cataloging Language	99383999903306576	(OCoLC)1368169793	040-b: 	The protection roles of human rights NGOs [electronic resource] : essays in honour of Adrien-Claude Zoller / edited By Bertrand Ramcharan, Rachel Brett, Ann Marie Clark and Penny Parker.
	CHECK-100-INDICATOR	99383999903306576	(OCoLC)1368169793	Ind1:  , Ind2:  	
	EDIT-245Ind1	99383999903306576	(OCoLC)1368169793	245 Ind1: 0	The protection roles of human rights NGOs [electronic resource] : essays in honour of Adrien-Claude Zoller / edited By Bertrand Ramcharan, Rachel Brett, Ann Marie Clark and Penny Parker.
	EDIT-Series490-untraced	99383999903306576	(OCoLC)1368169793	Series statement (untraced): International studies in human rights,0924-4751 ;volume 140	
	CHECK-Cataloging Language	99383999903606576	(OCoLC)1378393153	040-b: 	Handbook on strategic public management / edited by Carsten Greve, Tamyko Ysa.
	CHECK-Series490-traced	99383999903606576	(OCoLC)1378393153	Series statement (traced): Elgar handbooks in public administration and management	
	CHECK-ENCODING	99383999904506576		Encoding level: 3	Governance and domestic policymaking in Saudi Arabia [electronic resource] : transforming society, economics, politics and culture / edited by Mark C. Thompson and Neil Quilliam.
	CHECK-Cataloging Language	99383999904506576		040-b: 	Governance and domestic policymaking in Saudi Arabia [electronic resource] : transforming society, economics, politics and culture / edited by Mark C. Thompson and Neil Quilliam.
	CHECK-100-INDICATOR	99383999904506576		Ind1:  , Ind2:  	
	EDIT-245Ind1	99383999904506576		245 Ind1: 0	Governance and domestic policymaking in Saudi Arabia [electronic resource] : transforming society, economics, politics and culture / edited by Mark C. Thompson and Neil Quilliam.
